Date,Open,High,Low,Close
2001-07-02 00:00:00+05:30,2.223229169845581,2.2903193256706937,2.2209158835695275,2.223229169845581
2001-07-03 00:00:00+05:30,2.290319233686327,2.290319233686327,2.1977811675158674,2.2209157943725586
2001-07-04 00:00:00+05:30,2.244050545536691,2.2671851759494333,2.209348820545765,2.2394237518310547
2001-07-05 00:00:00+05:30,2.2671856850283643,2.2880068129494173,2.220916634441711,2.234797239303589
2001-07-06 00:00:00+05:30,2.244050200601097,2.244050200601097,2.174646540659176,2.2209157943725586
2001-07-09 00:00:00+05:30,2.1977820136030815,2.2440510645006566,2.174647377840175,2.202409029006958
2001-07-10 00:00:00+05:30,2.1769604295484895,2.2209161841652407,2.128377881125244,2.165393114089966
2001-07-11 00:00:00+05:30,2.290319414938306,2.290319414938306,2.128377676010132,2.128377676010132
2001-07-12 00:00:00+05:30,2.151512304697658,2.1746467127570144,2.128377676010132,2.128377676010132
2001-07-13 00:00:00+05:30,2.128377774935643,2.2162890591548603,2.082108736038208,2.082108736038208
2001-07-16 00:00:00+05:30,2.0821088976103064,2.1283779400982294,2.058974266052246,2.058974266052246
2001-07-17 00:00:00+05:30,2.0358395273207393,2.1283775973965247,2.0358395273207393,2.0890488624572754
2001-07-18 00:00:00+05:30,2.0821089998823306,2.1029301251816674,1.9479286597623926,2.077481985092163
2001-07-19 00:00:00+05:30,2.068227942297612,2.0821087644704828,2.0404665185800543,2.0612876415252686
2001-07-20 00:00:00+05:30,2.0358396925435485,2.079795224239809,2.0150185699296745,2.017332077026367
2001-07-23 00:00:00+05:30,1.927107158217799,2.035839557647705,1.927107158217799,2.035839557647705
2001-07-24 00:00:00+05:30,1.642552330361748,2.0127049510988333,1.642552330361748,1.84844970703125
2001-07-25 00:00:00+05:30,1.8391958203738472,1.9618088162312615,1.7906132792789233,1.9271070957183838
2001-07-26 00:00:00+05:30,1.9433012008666992,1.9594955283031632,1.8808380598716927,1.9433012008666992
2001-07-27 00:00:00+05:30,1.9409882973774821,1.9664362160412754,1.9016595554064004,1.9571824073791504
2001-07-30 00:00:00+05:30,1.8553903275186427,1.9548687055831713,1.8553903275186427,1.9178534746170044
2001-07-31 00:00:00+05:30,1.899345673546373,1.9664358282741288,1.899345673546373,1.9433012008666992
2001-08-01 00:00:00+05:30,1.945614563864218,1.9895703085623861,1.9433010571689162,1.9641221761703491
2001-08-02 00:00:00+05:30,1.9479285050108495,1.9664361214447803,1.920167080359953,1.9525552988052368
2001-08-03 00:00:00+05:30,1.9895705875479757,1.9965108879789364,1.9433013296664443,1.9918838739395142
2001-08-06 00:00:00+05:30,1.9895707368850708,2.0011378315955066,1.9895707368850708,1.9895707368850708
2001-08-07 00:00:00+05:30,1.9895709248029896,2.0127053370371297,1.966436291940639,1.9803171157836914
2001-08-08 00:00:00+05:30,1.9941980576327212,2.0242729972095095,1.9710636414701326,1.9988250732421875
2001-08-09 00:00:00+05:30,1.9895702718544876,2.0080778838191504,1.9895702718544876,2.003450870513916
2001-08-10 00:00:00+05:30,1.9965110378369701,2.0103916397407686,1.9895707368850708,1.9895707368850708
2001-08-13 00:00:00+05:30,2.0358397776113817,2.0358397776113817,1.9895707368850708,1.9895707368850708
2001-08-14 00:00:00+05:30,2.0127051469341315,2.0242724622727564,1.9895707368850708,1.9895707368850708
2001-08-15 00:00:00+05:30,1.9895707368850708,1.9895707368850708,1.9895707368850708,1.9895707368850708
2001-08-16 00:00:00+05:30,1.989570575239201,2.0312125981955127,1.989570575239201,1.9941973686218262
2001-08-17 00:00:00+05:30,1.9895707368850708,2.0127051469341315,1.9895707368850708,1.9895707368850708
2001-08-20 00:00:00+05:30,1.9895707368850708,2.0080783531755952,1.9895707368850708,1.9895707368850708
2001-08-21 00:00:00+05:30,1.9895707368850708,2.0103916397407686,1.9895707368850708,1.9895707368850708
2001-08-22 00:00:00+05:30,1.9895707368850708,1.9895707368850708,1.9895707368850708,1.9895707368850708
2001-08-23 00:00:00+05:30,1.984943722498345,2.0057648459822324,1.984943722498345,1.9895707368850708
2001-08-24 00:00:00+05:30,1.9895707368850708,2.0011378315955066,1.9895707368850708,1.9895707368850708
2001-08-27 00:00:00+05:30,1.9895706393162886,2.010391541150927,1.9895706393162886,2.0011377334594727
2001-08-28 00:00:00+05:30,1.9895705875479757,2.001137681390186,1.9895705875479757,1.9918838739395142
2001-08-29 00:00:00+05:30,2.0127049958605685,2.0127049958605685,1.9895705875479757,1.9918838739395142
2001-08-30 00:00:00+05:30,1.9895707368850708,2.0011378315955066,1.9895707368850708,1.9895707368850708
2001-08-31 00:00:00+05:30,1.989570575239201,2.0127049834086694,1.989570575239201,1.9941973686218262
2001-09-03 00:00:00+05:30,2.028899905011111,2.035840207428282,1.9895711569334147,1.996511459350586
2001-09-04 00:00:00+05:30,2.10292994182158,2.10292994182158,1.9895707368850708,1.9895707368850708
2001-09-05 00:00:00+05:30,1.9895707368850708,2.0011378315955066,1.9895707368850708,1.9895707368850708
2001-09-06 00:00:00+05:30,2.031212763224656,2.031212763224656,1.9895707368850708,1.9895707368850708
2001-09-07 00:00:00+05:30,1.9895711569334147,2.0080787771313617,1.9895711569334147,1.996511459350586
2001-09-10 00:00:00+05:30,1.9895707368850708,2.0080783531755952,1.9895707368850708,1.9895707368850708
2001-09-11 00:00:00+05:30,1.9895707368850708,2.0057648459822324,1.9664361062078206,1.9895707368850708
2001-09-12 00:00:00+05:30,1.9247935637557192,1.9247935637557192,1.6656867548369227,1.7466577291488647
2001-09-13 00:00:00+05:30,1.7813594492093223,1.7998671729727316,1.7466577291488647,1.7466577291488647
2001-09-14 00:00:00+05:30,1.7466579467433092,1.7466579467433092,1.4574761747867409,1.4852375984191895
2001-09-17 00:00:00+05:30,1.3880725648336965,1.3880725648336965,1.2261308097287371,1.2631460428237915
2001-09-18 00:00:00+05:30,1.2469517519009323,1.5153125074405056,1.202996109956398,1.487550973892212
2001-09-19 00:00:00+05:30,1.4852378946992324,1.7073295486905633,1.48292438711131,1.6541200876235962
2001-09-20 00:00:00+05:30,1.6656868498219157,1.6888214782668989,1.5268796307224368,1.5985966920852661
2001-09-21 00:00:00+05:30,1.598596799604526,1.9201670093516556,1.598596799604526,1.7489713430404663
2001-09-24 00:00:00+05:30,1.9386747300138012,1.9386747300138012,1.7582252460627146,1.8507634401321411
2001-09-25 00:00:00+05:30,1.8507634401321411,1.860017248507674,1.8507634401321411,1.8507634401321411
2001-09-26 00:00:00+05:30,1.8600171038011872,1.892405540909879,1.8438228852468415,1.8553903102874756
2001-09-27 00:00:00+05:30,1.860017248507674,1.9201671132627354,1.8507634401321411,1.8507634401321411
2001-09-28 00:00:00+05:30,1.8715845514399898,1.87389805867523,1.8507634275792126,1.8530769348144531
2001-10-01 00:00:00+05:30,1.8507634401321411,1.855390454634005,1.8507634401321411,1.8507634401321411
2001-10-02 00:00:00+05:30,1.8507634401321411,1.8507634401321411,1.8507634401321411,1.8507634401321411
2001-10-03 00:00:00+05:30,1.862330755758606,1.864644263009538,1.8507634401321411,1.8507634401321411
2001-10-04 00:00:00+05:30,1.8530769348144531,1.8623307431272214,1.8507634275792126,1.8530769348144531
2001-10-05 00:00:00+05:30,1.8507636721685916,1.8692712912400198,1.8507636721685916,1.8669577836990356
2001-10-08 00:00:00+05:30,1.7582251092754893,1.8738979255986774,1.7582251092754893,1.8553903102874756
2001-10-09 00:00:00+05:30,1.8507637518063886,1.9294212465586773,1.8507637518063886,1.8738983869552612
2001-10-10 00:00:00+05:30,1.8507632779595244,1.8924055223146299,1.8507632779595244,1.8900920152664185
2001-10-11 00:00:00+05:30,1.873898122911174,1.8970325341720298,1.8507634910221171,1.8600172996520996
2001-10-12 00:00:00+05:30,1.8507636285597278,1.8530771360461995,1.7466582185788866,1.7929272651672363
2001-10-15 00:00:00+05:30,1.7258369910607478,1.8044944759537687,1.7235234837101991,1.7582253217697144
2001-10-16 00:00:00+05:30,1.7142693315663806,1.8507631491140473,1.7142693315663806,1.8415093421936035
2001-10-17 00:00:00+05:30,1.8276288570397192,1.8461364731613823,1.760538693441644,1.7767328023910522
2001-10-18 00:00:00+05:30,1.7674791003556811,1.79755403351453,1.758225291739743,1.7790464162826538
2001-10-19 00:00:00+05:30,1.7790462737904726,1.8970323793506716,1.739717535165709,1.7489713430404663
2001-10-22 00:00:00+05:30,1.7813596954104363,1.8507633657517646,1.7628520794031735,1.8114346265792847
2001-10-23 00:00:00+05:30,1.804494114511828,1.869270762954935,1.804494114511828,1.8415093421936035
2001-10-24 00:00:00+05:30,1.8507633312585348,1.8507633312585348,1.8068076889034537,1.8160614967346191
2001-10-25 00:00:00+05:30,1.9386744931398665,1.9386744931398665,1.832255599509768,1.84844970703125
2001-10-26 00:00:00+05:30,1.84844970703125,1.84844970703125,1.84844970703125,1.84844970703125
2001-10-29 00:00:00+05:30,1.8623311069907564,1.8970328397866378,1.7929274207707573,1.8044947385787964
2001-10-30 00:00:00+05:30,1.8230023588203648,1.8276292638807567,1.788300515710365,1.8044947385787964
2001-10-31 00:00:00+05:30,1.8044946322381126,1.8276291561767322,1.7721061884099336,1.8021811246871948
2001-11-01 00:00:00+05:30,1.7813598982259207,1.8021810237617126,1.7605388830042346,1.7836734056472778
2001-11-02 00:00:00+05:30,1.7119559687924397,1.8044941501379386,1.7119559687924397,1.7697923183441162
2001-11-05 00:00:00+05:30,1.7582254278821134,1.8253156006996203,1.7582254278821134,1.8091214895248413
2001-11-06 00:00:00+05:30,1.8044947385787964,1.8553908045572274,1.781360102962718,1.8044947385787964
2001-11-07 00:00:00+05:30,1.7859867684257236,1.8137483053778711,1.7813598639860497,1.7883002758026123
2001-11-08 00:00:00+05:30,1.7420312648897998,1.8044945311830696,1.7397177574684428,1.7836734056472778
